"Year","Country","Total","Solid.Fuel","Liquid.Fuel","Gas.Fuel","Cement","Gas.Flaring","Per.Capita","Pop","PercentElectrified","HDEvIndx","LifeTime","PopExposed","RuralPercent","UrbanPercent"
2011,"ALGERIA",33048,286,12806,15481,2584,1892,0.9,36720000,99.076,0.736,75.199,100,31.764,68.236
2012,"ALGERIA",35448,283,13248,17499,2584,1835,0.95,37313684.2105263,98.765,0.74,75.436,100,31.085,68.915
2013,"ALGERIA",36669,198,14170,17863,2516,1922,0.96,38196875,99.581,0.745,75.661,100,30.424,69.576
2014,"ALGERIA",39651,149,14422,20151,2856,2073,1.02,38873529.4117647,99.877,0.747,75.878,100,29.779,70.221
1990,"ANDORRA",111,NA,111,NA,NA,NA,2.09,53110.04784689,100,NA,NA,100,5.288,94.712
1991,"ANDORRA",111,NA,111,NA,NA,NA,2.01,55223.8805970149,100,NA,NA,NA,5.47,94.53
1992,"ANDORRA",111,NA,111,NA,NA,NA,1.91,58115.1832460733,100,NA,NA,NA,5.676,94.324
1993,"ANDORRA",112,NA,112,NA,NA,NA,1.85,60540.5405405405,100,NA,NA,NA,5.889,94.111
1994,"ANDORRA",111,NA,111,NA,NA,NA,1.75,63428.5714285714,100,NA,NA,NA,6.11,93.89
1995,"ANDORRA",116,NA,116,NA,NA,NA,1.79,64804.469273743,100,NA,NA,99.98421098,6.339,93.661
1996,"ANDORRA",124,NA,124,NA,NA,NA,1.9,65263.1578947368,100,NA,NA,NA,6.575,93.425
1997,"ANDORRA",127,NA,127,NA,NA,NA,1.96,64795.9183673469,100,NA,NA,NA,6.82,93.18
1998,"ANDORRA",134,NA,134,NA,NA,NA,2.09,64114.8325358852,100,NA,NA,NA,7.073,92.927
1999,"ANDORRA",140,NA,140,NA,NA,NA,2.19,63926.9406392694,100,NA,NA,NA,7.334,92.666
2000,"ANDORRA",143,NA,143,NA,NA,NA,2.22,64414.4144144144,100,0.759,NA,99.95743197,7.605,92.395
2001,"ANDORRA",143,NA,143,NA,NA,NA,2.16,66203.7037037037,100,0.767,NA,NA,7.944,92.056
2002,"ANDORRA",145,NA,145,NA,NA,NA,2.1,69047.619047619,100,0.78,NA,NA,8.359,91.641
2003,"ANDORRA",146,NA,146,NA,NA,NA,2.02,72277.2277227723,100,0.82,NA,NA,8.793,91.207
2004,"ANDORRA",153,NA,153,NA,NA,NA,2.03,75369.4581280788,100,0.826,NA,NA,9.249,90.751
2005,"ANDORRA",157,NA,157,NA,NA,NA,2.02,77722.7722772277,100,0.819,NA,100,9.715,90.285
2006,"ANDORRA",149,NA,149,NA,NA,NA,1.87,79679.1443850267,100,0.829,NA,NA,10.193,89.807
2007,"ANDORRA",147,NA,147,NA,NA,NA,1.8,81666.6666666667,100,0.829,NA,NA,10.692,89.308
2008,"ANDORRA",147,NA,147,NA,NA,NA,1.83,80327.868852459,100,0.831,NA,NA,10.996,89.004
2009,"ANDORRA",141,NA,141,NA,NA,NA,1.65,85454.5454545455,100,0.83,NA,NA,11.088,88.912
2010,"ANDORRA",141,NA,141,NA,NA,NA,1.68,83928.5714285714,100,0.828,NA,99.95663582,11.181,88.819
2011,"ANDORRA",134,NA,134,NA,NA,NA,1.63,82208.5889570552,100,0.827,NA,100,11.274,88.726
2012,"ANDORRA",133,NA,133,NA,NA,NA,1.68,79166.6666666667,100,0.849,NA,99.95599732,11.369,88.631
2013,"ANDORRA",130,NA,130,NA,NA,NA,1.71,76023.3918128655,100,0.85,NA,97.68595932,11.463,88.537
2014,"ANDORRA",126,NA,126,NA,NA,NA,1.74,72413.7931034483,100,0.853,NA,16.59898025,11.559,88.441
1950,"ANGOLA",51,16,34,NA,NA,NA,0.01,5100000,NA,NA,NA,NA,NA,NA
1951,"ANGOLA",68,26,42,NA,NA,NA,0.02,3400000,NA,NA,NA,NA,NA,NA
1952,"ANGOLA",85,33,52,NA,NA,NA,0.02,4250000,NA,NA,NA,NA,NA,NA
1953,"ANGOLA",75,19,52,NA,4,NA,0.02,3750000,NA,NA,NA,NA,NA,NA
1954,"ANGOLA",95,21,69,NA,6,NA,0.02,4750000,NA,NA,NA,NA,NA,NA
1955,"ANGOLA",113,23,80,NA,10,NA,0.02,5650000,NA,NA,NA,NA,NA,NA
1956,"ANGOLA",137,11,114,NA,12,NA,0.03,4566666.66666667,NA,NA,NA,NA,NA,NA
1957,"ANGOLA",169,22,129,NA,18,NA,0.04,4225000,NA,NA,NA,NA,NA,NA
1958,"ANGOLA",162,12,127,NA,23,NA,0.03,5400000,NA,NA,NA,NA,NA,NA
1959,"ANGOLA",169,15,133,NA,21,NA,0.03,5633333.33333333,NA,NA,NA,NA,NA,NA
1960,"ANGOLA",150,34,95,NA,22,NA,0.03,5e+06,NA,NA,37.524,NA,89.565,10.435
1961,"ANGOLA",124,17,85,NA,21,NA,0.02,6200000,NA,NA,37.811,NA,89.202,10.798
1962,"ANGOLA",322,25,275,NA,23,NA,0.06,5366666.66666667,NA,NA,38.113,NA,88.796,11.204
1963,"ANGOLA",314,6,282,NA,26,NA,0.06,5233333.33333333,NA,NA,38.43,NA,88.376,11.624
1964,"ANGOLA",334,21,284,NA,29,NA,0.06,5566666.66666667,NA,NA,38.76,NA,87.942,12.058
1965,"ANGOLA",324,15,276,NA,33,NA,0.06,5400000,NA,NA,39.102,NA,87.496,12.504
1966,"ANGOLA",424,24,364,NA,36,NA,0.08,5300000,NA,NA,39.454,NA,87.035,12.965
1967,"ANGOLA",271,15,218,NA,38,NA,0.05,5420000,NA,NA,39.813,NA,86.559,13.441
1968,"ANGOLA",456,28,387,NA,42,NA,0.08,5700000,NA,NA,40.178,NA,86.068,13.932
1969,"ANGOLA",760,25,682,NA,52,NA,0.13,5846153.84615385,NA,NA,40.546,NA,85.564,14.436
1970,"ANGOLA",977,13,476,23,61,405,0.16,6106250,NA,NA,40.914,NA,85.043,14.957
1971,"ANGOLA",930,8,449,23,72,379,0.15,6200000,NA,NA,41.282,NA,84.368,15.632
1972,"ANGOLA",1229,2,676,30,85,437,0.2,6145000,NA,NA,41.65,NA,83.545,16.455
1973,"ANGOLA",1331,6,685,34,105,501,0.21,6338095.23809524,NA,NA,42.016,NA,82.69,17.31
1974,"ANGOLA",1329,NA,669,36,103,522,0.21,6328571.42857143,NA,NA,42.374,NA,81.798,18.202
1975,"ANGOLA",1204,NA,595,34,89,486,0.18,6688888.88888889,NA,NA,42.721,NA,80.872,19.128
1976,"ANGOLA",896,NA,528,30,41,297,0.13,6892307.69230769,NA,NA,43.053,NA,79.908,20.092
1977,"ANGOLA",964,NA,293,37,41,593,0.14,6885714.28571429,NA,NA,43.367,NA,78.912,21.088
1978,"ANGOLA",1476,NA,731,37,54,654,0.21,7028571.42857143,NA,NA,43.66,NA,77.878,22.122
1979,"ANGOLA",1501,NA,756,37,54,654,0.2,7505000,NA,NA,43.931,NA,76.808,23.192
1980,"ANGOLA",1458,NA,725,40,33,659,0.19,7673684.21052632,NA,NA,44.178,NA,75.702,24.298
1981,"ANGOLA",1440,NA,754,47,34,605,0.18,8e+06,NA,NA,44.404,NA,74.563,25.437
1982,"ANGOLA",1268,NA,589,47,34,599,0.15,8453333.33333333,NA,NA,44.611,NA,73.388,26.612
1983,"ANGOLA",1395,NA,692,54,30,619,0.16,8718750,NA,NA,44.799,NA,72.179,27.821
1984,"ANGOLA",1366,NA,625,60,48,632,0.16,8537500,NA,NA,44.966,NA,70.935,29.065
1985,"ANGOLA",1282,NA,535,60,48,639,0.14,9157142.85714286,NA,NA,45.107,NA,69.662,30.338
1986,"ANGOLA",1271,NA,510,67,48,646,0.14,9078571.42857143,NA,NA,45.213,NA,68.357,31.643
1987,"ANGOLA",1586,NA,798,81,48,659,0.17,9329411.76470588,NA,NA,45.283,NA,67.022,32.978
1988,"ANGOLA",1399,NA,520,82,136,661,0.14,9992857.14285714,NA,NA,45.317,NA,65.657,34.343
1989,"ANGOLA",1366,NA,476,87,136,666,0.14,9757142.85714286,NA,NA,45.324,NA,64.269,35.731
1990,"ANGOLA",1395,NA,676,276,35,409,0.13,10730769.2307692,NA,NA,45.306,100,62.856,37.144
1991,"ANGOLA",1388,NA,623,296,35,435,0.13,10676923.0769231,NA,NA,45.271,NA,61.42,38.58
1992,"ANGOLA",1417,NA,625,291,41,460,0.13,10900000,NA,NA,45.23,NA,59.961,40.039
1993,"ANGOLA",1575,NA,810,286,34,445,0.14,11250000,NA,NA,45.201,NA,58.489,41.511
1994,"ANGOLA",1061,NA,354,265,33,409,0.09,11788888.8888889,NA,NA,45.201,NA,57,43
1995,"ANGOLA",2993,NA,2297,286,27,383,0.25,11972000,NA,NA,45.246,100,55.831,44.169
1996,"ANGOLA",2852,NA,1921,286,37,608,0.23,12400000,NA,NA,45.35,NA,54.654,45.346
1997,"ANGOLA",2013,NA,909,291,41,772,0.16,12581250,NA,NA,45.519,NA,53.475,46.525
1998,"ANGOLA",1993,NA,754,296,48,895,0.15,13286666.6666667,NA,NA,45.763,NA,52.29,47.71
1999,"ANGOLA",2497,NA,1012,286,28,1171,0.18,13872222.2222222,NA,0.374,46.093,NA,51.103,48.897
2000,"ANGOLA",2602,NA,1001,296,27,1278,0.19,13694736.8421053,NA,0.387,46.522,100,49.913,50.087
2001,"ANGOLA",2654,NA,1174,270,75,1135,0.18,14744444.4444444,20,0.401,47.059,NA,48.726,51.274
2002,"ANGOLA",3454,NA,1370,316,81,1687,0.23,15017391.3043478,25.073,0.418,47.702,NA,47.539,52.461
2003,"ANGOLA",2472,NA,1866,332,95,179,0.16,15450000,26.146,0.429,48.44,NA,46.355,53.645
2004,"ANGOLA",5125,NA,1374,393,103,3255,0.32,16015625,27.194,0.442,49.263,NA,45.173,54.827
2005,"ANGOLA",5224,NA,1292,341,179,3412,0.32,16325000,28.217,0.455,50.165,100,44,56
2006,"ANGOLA",6072,NA,2117,356,187,3412,0.36,16866666.6666667,29.224,0.471,51.143,NA,43.236,56.764
2007,"ANGOLA",6859,NA,2402,435,190,3832,0.39,17587179.4871795,37.5,0.492,52.177,NA,42.476,57.524
2008,"ANGOLA",7011,NA,2789,347,242,3633,0.38,18450000,31.246,0.502,53.243,NA,41.718,58.282
2009,"ANGOLA",7579,NA,3356,352,245,3626,0.37,20483783.7837838,32.288,0.522,54.311,NA,40.966,59.034
2010,"ANGOLA",7924,NA,3649,374,204,3697,0.37,21416216.2162162,33.368,0.52,55.35,100,40.217,59.783
2011,"ANGOLA",8274,NA,3915,384,204,3771,0.38,21773684.2105263,34.6,0.535,56.33,100,39.472,60.528
2012,"ANGOLA",9108,NA,4691,388,218,3811,0.4,22770000,35.671,0.543,57.236,100,38.732,61.268
2013,"ANGOLA",8895,NA,4738,209,272,3675,0.38,23407894.7368421,36.879,0.554,58.054,100,37.998,62.002
2014,"ANGOLA",9480,NA,5310,158,340,3672,0.39,24307692.3076923,32,0.564,58.776,100,37.269,62.731
1990,"ANGUILLA",14,NA,14,NA,NA,NA,1.71,8187.13450292398,NA,NA,NA,NA,NA,NA
1991,"ANGUILLA",14,NA,14,NA,NA,NA,1.64,8536.58536585366,NA,NA,NA,NA,NA,NA
1992,"ANGUILLA",15,NA,15,NA,NA,NA,1.68,8928.57142857143,NA,NA,NA,NA,NA,NA
1993,"ANGUILLA",18,NA,18,NA,NA,NA,1.9,9473.68421052632,NA,NA,NA,NA,NA,NA
1994,"ANGUILLA",18,NA,18,NA,NA,NA,1.84,9782.60869565217,NA,NA,NA,NA,NA,NA
1995,"ANGUILLA",18,NA,18,NA,NA,NA,1.88,9574.46808510638,NA,NA,NA,NA,NA,NA
1996,"ANGUILLA",19,NA,19,NA,NA,NA,1.92,9895.83333333333,NA,NA,NA,NA,NA,NA
1997,"ANGUILLA",19,NA,19,NA,NA,NA,1.88,10106.3829787234,NA,NA,NA,NA,NA,NA
1998,"ANGUILLA",21,NA,21,NA,NA,NA,2,10500,NA,NA,NA,NA,NA,NA
1999,"ANGUILLA",22,NA,22,NA,NA,NA,2.03,10837.4384236453,NA,NA,NA,NA,NA,NA
2000,"ANGUILLA",24,NA,24,NA,NA,NA,2.19,10958.904109589,NA,NA,NA,NA,NA,NA
2001,"ANGUILLA",26,NA,26,NA,NA,NA,2.26,11504.4247787611,NA,NA,NA,NA,NA,NA
2002,"ANGUILLA",26,NA,26,NA,NA,NA,2.16,12037.037037037,NA,NA,NA,NA,NA,NA
2003,"ANGUILLA",28,NA,28,NA,NA,NA,2.27,12334.8017621145,NA,NA,NA,NA,NA,NA
2004,"ANGUILLA",33,NA,33,NA,NA,NA,2.5,13200,NA,NA,NA,NA,NA,NA
2005,"ANGUILLA",35,NA,35,NA,NA,NA,2.59,13513.5135135135,NA,NA,NA,NA,NA,NA
2006,"ANGUILLA",39,NA,39,NA,NA,NA,2.81,13879.0035587189,NA,NA,NA,NA,NA,NA
2007,"ANGUILLA",41,NA,41,NA,NA,NA,3.12,13141.0256410256,NA,NA,NA,NA,NA,NA
2008,"ANGUILLA",41,NA,41,NA,NA,NA,3.07,13355.0488599349,NA,NA,NA,NA,NA,NA
2009,"ANGUILLA",40,NA,40,NA,NA,NA,2.96,13513.5135135135,NA,NA,NA,NA,NA,NA
2010,"ANGUILLA",41,NA,41,NA,NA,NA,2.98,13758.389261745,NA,NA,NA,NA,NA,NA
2011,"ANGUILLA",39,NA,39,NA,NA,NA,2.76,14130.4347826087,NA,NA,NA,NA,NA,NA
2012,"ANGUILLA",39,NA,39,NA,NA,NA,2.73,14285.7142857143,NA,NA,NA,NA,NA,NA
2013,"ANGUILLA",37,NA,37,NA,NA,NA,2.58,14341.0852713178,NA,NA,NA,NA,NA,NA
2014,"ANGUILLA",39,NA,39,NA,NA,NA,2.66,14661.6541353383,NA,NA,NA,NA,NA,NA
1987,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
1988,"ANTARCTIC FISHERIES",2,NA,2,NA,NA,NA,1.67,1197.60479041916,NA,NA,NA,NA,NA,NA
1989,"ANTARCTIC FISHERIES",2,NA,2,NA,NA,NA,1.67,1197.60479041916,NA,NA,NA,NA,NA,NA
1990,"ANTARCTIC FISHERIES",3,NA,3,NA,NA,NA,2.51,1195.21912350598,NA,NA,NA,NA,NA,NA
1991,"ANTARCTIC FISHERIES",4,NA,4,NA,NA,NA,4.19,954.653937947494,NA,NA,NA,NA,NA,NA
1992,"ANTARCTIC FISHERIES",4,NA,4,NA,NA,NA,4.19,954.653937947494,NA,NA,NA,NA,NA,NA
1993,"ANTARCTIC FISHERIES",4,NA,4,NA,NA,NA,4.19,954.653937947494,NA,NA,NA,NA,NA,NA
1994,"ANTARCTIC FISHERIES",4,NA,4,NA,NA,NA,4.19,954.653937947494,NA,NA,NA,NA,NA,NA
1995,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
1996,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
1997,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
1998,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
1999,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
2000,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
2001,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
2002,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
2003,"ANTARCTIC FISHERIES",1,NA,1,NA,NA,NA,0.84,1190.47619047619,NA,NA,NA,NA,NA,NA
2004,"ANTARCTIC FISHERIES",2,NA,2,NA,NA,NA,1.67,1197.60479041916,NA,NA,NA,NA,NA,NA
2005,"ANTARCTIC FISHERIES",2,NA,2,NA,NA,NA,1.67,1197.60479041916,NA,NA,NA,NA,NA,NA
2006,"ANTARCTIC FISHERIES",2,NA,2,NA,NA,NA,1.67,1197.60479041916,NA,NA,NA,NA,NA,NA
2007,"ANTARCTIC FISHERIES",3,NA,3,NA,NA,NA,2.51,1195.21912350598,NA,NA,NA,NA,NA,NA
1957,"ANTIGUA AND BARBUDA",6,NA,6,NA,NA,NA,0.11,54545.4545454545,NA,NA,NA,NA,NA,NA
1958,"ANTIGUA AND BARBUDA",8,NA,8,NA,NA,NA,0.16,50000,NA,NA,NA,NA,NA,NA
1959,"ANTIGUA AND BARBUDA",8,NA,8,NA,NA,NA,0.15,53333.3333333333,NA,NA,NA,NA,NA,NA
1960,"ANTIGUA AND BARBUDA",10,NA,10,NA,NA,NA,0.18,55555.5555555556,NA,NA,61.968,NA,60.344,39.656
1961,"ANTIGUA AND BARBUDA",13,NA,13,NA,NA,NA,0.23,56521.7391304348,NA,NA,62.523,NA,60.96,39.04
1962,"ANTIGUA AND BARBUDA",28,NA,28,NA,NA,NA,0.49,57142.8571428571,NA,NA,63.049,NA,61.573,38.427
1963,"ANTIGUA AND BARBUDA",23,NA,23,NA,NA,NA,0.39,58974.358974359,NA,NA,63.54,NA,62.183,37.817
1964,"ANTIGUA AND BARBUDA",25,NA,25,NA,NA,NA,0.43,58139.5348837209,NA,NA,63.992,NA,62.789,37.211
1965,"ANTIGUA AND BARBUDA",41,NA,41,NA,NA,NA,0.69,59420.2898550725,NA,NA,64.401,NA,63.39,36.61
1966,"ANTIGUA AND BARBUDA",95,NA,95,NA,NA,NA,1.56,60897.4358974359,NA,NA,64.762,NA,63.988,36.012
1967,"ANTIGUA AND BARBUDA",154,NA,154,NA,NA,NA,2.48,62096.7741935484,NA,NA,65.081,NA,64.582,35.418
1968,"ANTIGUA AND BARBUDA",270,NA,270,NA,NA,NA,4.27,63231.850117096,NA,NA,65.363,NA,65.171,34.829
1969,"ANTIGUA AND BARBUDA",343,NA,343,NA,NA,NA,5.32,64473.6842105263,NA,NA,65.616,NA,65.755,34.245
1970,"ANTIGUA AND BARBUDA",126,NA,126,NA,NA,NA,1.91,65968.5863874346,NA,NA,65.847,NA,66.181,33.819
1971,"ANTIGUA AND BARBUDA",116,NA,116,NA,NA,NA,1.75,66285.7142857143,NA,NA,66.066,NA,66.102,33.898
1972,"ANTIGUA AND BARBUDA",102,NA,102,NA,NA,NA,1.52,67105.2631578947,NA,NA,66.28,NA,66.022,33.978
1973,"ANTIGUA AND BARBUDA",90,NA,90,NA,NA,NA,1.33,67669.1729323308,NA,NA,66.498,NA,65.943,34.057
1974,"ANTIGUA AND BARBUDA",117,NA,117,NA,NA,NA,1.7,68823.5294117647,NA,NA,66.727,NA,65.863,34.137
1975,"ANTIGUA AND BARBUDA",193,NA,193,NA,NA,NA,2.77,69675.0902527076,NA,NA,66.975,NA,65.783,34.217
1976,"ANTIGUA AND BARBUDA",110,NA,110,NA,NA,NA,1.57,70063.6942675159,NA,NA,67.244,NA,65.703,34.297
1977,"ANTIGUA AND BARBUDA",127,NA,127,NA,NA,NA,1.81,70165.7458563536,NA,NA,67.533,NA,65.623,34.377
1978,"ANTIGUA AND BARBUDA",134,NA,134,NA,NA,NA,1.9,70526.3157894737,NA,NA,67.837,NA,65.543,34.457
1979,"ANTIGUA AND BARBUDA",111,NA,111,NA,NA,NA,1.58,70253.164556962,NA,NA,68.154,NA,65.462,34.538
1980,"ANTIGUA AND BARBUDA",39,NA,39,NA,NA,NA,0.56,69642.8571428571,NA,NA,68.482,NA,65.382,34.618
1981,"ANTIGUA AND BARBUDA",29,NA,29,NA,NA,NA,0.42,69047.6190476191,NA,NA,68.818,NA,65.302,34.698
1982,"ANTIGUA AND BARBUDA",80,NA,80,NA,NA,NA,1.16,68965.5172413793,NA,NA,69.156,NA,65.221,34.779
1983,"ANTIGUA AND BARBUDA",23,NA,23,NA,NA,NA,0.33,69696.9696969697,NA,NA,69.491,NA,65.14,34.86
1984,"ANTIGUA AND BARBUDA",40,NA,40,NA,NA,NA,0.6,66666.6666666667,NA,NA,69.82,NA,65.06,34.94
1985,"ANTIGUA AND BARBUDA",68,NA,68,NA,NA,NA,1.03,66019.4174757282,NA,NA,70.137,NA,64.979,35.021
1986,"ANTIGUA AND BARBUDA",68,NA,68,NA,NA,NA,1.05,64761.9047619048,NA,NA,70.44,NA,64.898,35.102
1987,"ANTIGUA AND BARBUDA",75,NA,75,NA,NA,NA,1.17,64102.5641025641,NA,NA,70.728,NA,64.817,35.183
1988,"ANTIGUA AND BARBUDA",78,NA,78,NA,NA,NA,1.24,62903.2258064516,NA,NA,71.004,NA,64.736,35.264
1989,"ANTIGUA AND BARBUDA",78,NA,78,NA,NA,NA,1.25,62400,NA,NA,71.267,NA,64.655,35.345
1990,"ANTIGUA AND BARBUDA",77,NA,77,NA,NA,NA,1.24,62096.7741935484,NA,NA,71.52,NA,64.574,35.426
1991,"ANTIGUA AND BARBUDA",73,NA,73,NA,NA,NA,1.16,62931.0344827586,NA,NA,71.765,NA,64.535,35.465
1992,"ANTIGUA AND BARBUDA",72,NA,72,NA,NA,NA,1.13,63716.814159292,NA,NA,72.006,NA,64.915,35.085
1993,"ANTIGUA AND BARBUDA",74,NA,74,NA,NA,NA,1.13,65486.7256637168,NA,NA,72.247,NA,65.291,34.709
1994,"ANTIGUA AND BARBUDA",73,NA,73,NA,NA,NA,1.09,66972.4770642202,NA,NA,72.489,NA,65.666,34.334
1995,"ANTIGUA AND BARBUDA",75,NA,75,NA,NA,NA,1.1,68181.8181818182,NA,NA,72.732,NA,66.039,33.961
1996,"ANTIGUA AND BARBUDA",80,NA,80,NA,NA,NA,1.13,70796.4601769912,NA,NA,72.977,NA,66.41,33.59
1997,"ANTIGUA AND BARBUDA",84,NA,84,NA,NA,NA,1.16,72413.7931034483,NA,NA,73.222,NA,66.779,33.221
1998,"ANTIGUA AND BARBUDA",87,NA,87,NA,NA,NA,1.17,74358.9743589744,NA,NA,73.465,NA,67.145,32.855
1999,"ANTIGUA AND BARBUDA",90,NA,90,NA,NA,NA,1.19,75630.2521008403,NA,NA,73.705,NA,67.51,32.49
2000,"ANTIGUA AND BARBUDA",94,NA,94,NA,NA,NA,1.21,77685.9504132231,NA,NA,73.94,NA,67.873,32.127
2001,"ANTIGUA AND BARBUDA",95,NA,95,NA,NA,NA,1.2,79166.6666666667,NA,NA,74.171,NA,68.26,31.74
2002,"ANTIGUA AND BARBUDA",101,NA,101,NA,NA,NA,1.26,80158.7301587302,100,NA,74.395,NA,68.902,31.098
2003,"ANTIGUA AND BARBUDA",110,NA,110,NA,NA,NA,1.34,82089.552238806,97.912,NA,74.613,NA,69.536,30.464
2004,"ANTIGUA AND BARBUDA",115,NA,115,NA,NA,NA,1.38,83333.3333333333,98.01,NA,74.821,NA,70.163,29.837
2005,"ANTIGUA AND BARBUDA",117,NA,117,NA,NA,NA,1.4,83571.4285714286,92.2,0.766,75.019,NA,70.782,29.218
2006,"ANTIGUA AND BARBUDA",121,NA,121,NA,NA,NA,1.43,84615.3846153846,100,0.772,75.204,NA,71.394,28.606
2007,"ANTIGUA AND BARBUDA",128,NA,128,NA,NA,NA,1.52,84210.5263157895,100,0.778,75.376,NA,71.998,28.002
2008,"ANTIGUA AND BARBUDA",131,NA,131,NA,NA,NA,1.54,85064.9350649351,100,0.777,75.535,NA,72.595,27.405
2009,"ANTIGUA AND BARBUDA",139,NA,139,NA,NA,NA,1.61,86335.4037267081,98.352,0.77,75.683,NA,73.182,26.818
2010,"ANTIGUA AND BARBUDA",143,NA,143,NA,NA,NA,1.64,87195.1219512195,98.482,0.766,75.823,NA,73.762,26.238
2011,"ANTIGUA AND BARBUDA",140,NA,140,NA,NA,NA,1.59,88050.3144654088,94.552,0.762,75.956,NA,74.297,25.703
2012,"ANTIGUA AND BARBUDA",143,NA,143,NA,NA,NA,1.61,88819.8757763975,100,0.765,76.087,NA,74.474,25.526
2013,"ANTIGUA AND BARBUDA",143,NA,143,NA,NA,NA,1.59,89937.106918239,100,0.768,76.218,NA,74.65,25.35
2014,"ANTIGUA AND BARBUDA",145,NA,145,NA,NA,NA,1.59,91194.9685534591,100,0.77,76.349,NA,74.825,25.175
1887,"ARGENTINA",296,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1888,"ARGENTINA",243,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1889,"ARGENTINA",479,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890,"ARGENTINA",374,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,"ARGENTINA",256,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1892,"ARGENTINA",378,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1893,"ARGENTINA",424,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894,"ARGENTINA",544,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1895,"ARGENTINA",618,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,"ARGENTINA",629,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,"ARGENTINA",568,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,"ARGENTINA",641,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1899,"ARGENTINA",797,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,"ARGENTINA",565,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,"ARGENTINA",680,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1902,"ARGENTINA",768,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,"ARGENTINA",781,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,"ARGENTINA",1036,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,"ARGENTINA",1087,1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906,"ARGENTINA",1707,1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,"ARGENTINA",1707,1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,"ARGENTINA",2079,2077,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,"ARGENTINA",1620,1618,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,"ARGENTINA",2431,2429,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,"ARGENTINA",2714,2712,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,"ARGENTINA",2587,2581,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,"ARGENTINA",2769,2752,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,"ARGENTINA",2367,2332,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,"ARGENTINA",1894,1828,62,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,"ARGENTINA",1361,1251,105,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,"ARGENTINA",609,454,148,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,"ARGENTINA",688,516,164,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,"ARGENTINA",1017,847,162,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
